,Average Daily Returns,Beta Alpha,Sharpe Ratio,Piotroski F-Score,Revenue Growth,Earning per Share,Price to Earning,Debt to Equity,Free Cash Flow,Return on Equity,Dividend Yield
PTMP.JK,0.004244420128467418,,0.99,"{'net_income': 4718181580.0, 'roa': 0.05220404375520742, 'op_revenue_v_net_income_margin': 114615413032.0, 'lt_debt_decreased_percent': 37.52165599741118, 'current_ratio': 0.33860766108662743}",-12.278076342597481,0.5955044420468071,507.1330768952729,0.8252073609469444,,7.893052381129103,0.0
PTPP.JK,-0.0004302514991065762,"{'beta': array([0.104]), 'alpha': array([-0.])}",-0.23,"{'net_income': 164053051741.0, 'roa': 0.0030716469950299876, 'op_revenue_v_net_income_margin': 15667335410425.0, 'current_ratio': 0.7396320871923423}",-5.56282354045183,26.52288383293349,18.70083219925415,1.8295550303861827,,1.5544583746393184,63.414415322580645
PTPS.JK,0.01649636051305678,,3.34,{},,,0.0,0.0,,,0.0
PTPW.JK,8.850044135161378e-05,"{'beta': array([-0.01]), 'alpha': array([0.])}",0.07,{},,,0.0,0.0,,,0.0
PTRO.JK,0.001988611193518025,"{'beta': array([-0.194]), 'alpha': array([0.002])}",1.05,"{'net_income': 32279000.0, 'roa': 0.06093964749059824, 'op_revenue_v_net_income_margin': 308409000.0, 'current_ratio': 0.5630635392910543}",-18.05203770653081,0.032550306019464896,145006.31721180954,1.124044008614526,,13.987338206809289,75.87293855932205
PTSN.JK,0.000726460251793665,"{'beta': array([-0.106]), 'alpha': array([0.001])}",0.38,"{'net_income': 4834369.0, 'roa': 0.03729446889023172, 'op_revenue_v_net_income_margin': 140336026.0, 'lt_debt_decreased_percent': 14.548332306660674, 'current_ratio': 0.36208417893282546, 'percent_shares_outstanding': 2.568304554616713}",-9.23786069224296,0.0009096838263169862,266026.4951392829,0.30223742058339476,,5.846652015596138,0.22592066115702478
PTSP.JK,0.00023331323754314894,"{'beta': array([-0.284]), 'alpha': array([0.])}",0.08,"{'op_revenue_v_net_income_margin': 420655529000.0, 'current_ratio': 0.6175712207635253}",-11.933125925669948,-217.71064001304302,-6.13199244612032,0.585227833314356,,-38.495693805223006,0.0
PUDP.JK,0.0021315523099152012,"{'beta': array([-0.062]), 'alpha': array([0.002])}",0.66,{},,,0.0,0.0,,,23.917867924528302
PURA.JK,-0.0003025595197616019,"{'beta': array([-0.036]), 'alpha': array([-0.])}",-0.16,{},,,0.0,0.0,,,0.0
PURE.JK,-0.000392021554393485,"{'beta': array([0.031]), 'alpha': array([-0.])}",-0.17,{},,,0.0,0.0,,,
PURI.JK,0.001032262651776693,,0.3,{},,,0.0,0.0,,,0.8630952380952381
PWON.JK,0.00021591447831036304,"{'beta': array([-0.01]), 'alpha': array([0.])}",0.16,"{'net_income': 929918580000.0, 'roa': 0.03514590196911746, 'op_revenue_v_net_income_margin': 3047292731000.0, 'lt_debt_decreased_percent': 37.305639225737025, 'current_ratio': 0.3348643288975503}",-30.386464213866603,19.309100732609398,21.23351085468149,0.42364605320936044,,6.353865012243394,8.76829268292683
PYFA.JK,0.001199936751754659,"{'beta': array([0.116]), 'alpha': array([0.001])}",0.46,"{'net_income': 22104364267.0, 'roa': 0.09670492151540352, 'op_revenue_v_net_income_margin': 255293697472.0, 'lt_debt_decreased_percent': 97.79275559661806, 'current_ratio': 0.31037301761115726}",-56.005589277378,41.31039146856545,17.550063657752514,6.266596826519261,,14.022786808663026,1.1820689655172414
PZZA.JK,-0.0007777242178585645,"{'beta': array([-0.052]), 'alpha': array([-0.001])}",-0.67,"{'op_revenue_v_net_income_margin': 3551925887214.0, 'lt_debt_decreased_percent': 6.551099897153113, 'current_ratio': 0.4478068239121416}",1.1581433202533151,-31.116361013781074,-9.962604555934565,0.5661386751880834,,-7.632629874821246,25.983806451612907
RAAM.JK,0.005160990230428193,,1.35,"{'op_revenue_v_net_income_margin': 203384865917.0, 'lt_debt_decreased_percent': 3.0645687590107844, 'current_ratio': 0.2955813841513663}",-21.679442694249843,-6.362323935909604,-78.58763637889437,0.1921096938826498,,-4.993478654079689,0.0
RAFI.JK,-0.002387622955222383,,-0.85,{},,,0.0,0.0,,,0.0
RAJA.JK,0.0036482700898576577,"{'beta': array([-0.073]), 'alpha': array([0.004])}",1.4,"{'net_income': 1389429.0, 'roa': 0.0083377060270227, 'op_revenue_v_net_income_margin': 97375296.0, 'lt_debt_decreased_percent': 79.78005882402175, 'current_ratio': 0.2604200697537106}",0.6297669109983705,0.00032869711976982115,3985431.9408620377,1.5559843112138232,,1.3765230911585322,4.270992366412214
RALS.JK,4.8442075623854456e-05,"{'beta': array([-0.021]), 'alpha': array([0.])}",0.03,"{'op_revenue_v_net_income_margin': 2666825000000.0, 'current_ratio': 0.2963877743548137}",-2.49668104302803,-23.096970615211518,-21.47467770831113,0.12500134316317552,,-3.7344329160598306,103.62903225806453
RANC.JK,0.0010468613644355703,"{'beta': array([0.011]), 'alpha': array([0.001])}",0.5,{},,,0.0,0.0,,,13.652173913043478
RBMS.JK,0.0004917306614493005,"{'beta': array([0.119]), 'alpha': array([0.])}",0.23,{},,,0.0,0.0,,,2.0
RCCC.JK,0.0012378235515621667,,0.4,{},,,0.0,0.0,,,0.0
RDTX.JK,0.0016397061120543338,"{'beta': array([0.243]), 'alpha': array([0.002])}",0.84,"{'net_income': 236087887526.0, 'roa': 0.07946246347809906, 'op_revenue_v_net_income_margin': 164661925051.0, 'current_ratio': 0.07889775004703765}",-3.103165404352606,878.3031529985119,16.0536825489728,0.0,,8.62688843525862,5.904255319148937
REAL.JK,-0.0017543154957658544,"{'beta': array([-0.001]), 'alpha': array([-0.002])}",-0.83,{},,,0.0,0.0,,,0.0
RELF.JK,-0.007871437093916191,,-1.79,{},,,0.0,0.0,,,0.0
RELI.JK,0.0018352956166640259,"{'beta': array([0.091]), 'alpha': array([0.002])}",0.54,{},,,0.0,0.0,,,4.444444444444445
RGAS.JK,-0.0008356686961339381,,-0.25,{},,,0.0,0.0,,,0.0
RICY.JK,0.0008218324383292433,"{'beta': array([-0.029]), 'alpha': array([0.001])}",0.37,"{'op_revenue_v_net_income_margin': 1363046566243.0, 'lt_debt_decreased_percent': 70.72542050042068, 'current_ratio': 0.7852663364299022}",-6.53173129656256,-119.97058191366096,-0.8418730524511959,3.4002034804688224,,-22.26465489555949,43.56435643564357
RIGS.JK,0.001865668646507335,"{'beta': array([0.028]), 'alpha': array([0.002])}",0.76,"{'op_revenue_v_net_income_margin': 315913367813.1652, 'current_ratio': 0.08263727095630777}",-20.64272843012859,-115.57154138662092,-4.456114315177064,0.0,,-12.447526367468583,0.0
RIMO.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,{},,,0.0,0.0,,,
RISE.JK,0.0010439403873957573,"{'beta': array([-0.061]), 'alpha': array([0.001])}",0.85,"{'op_revenue_v_net_income_margin': 179168175922.0, 'lt_debt_decreased_percent': 2.844720293655243, 'current_ratio': 0.22198923940004262, 'percent_shares_outstanding': 1.7232094735300352}",-37.627116492297155,-2.174074766835496,-453.0662951549408,0.1513905671467467,,-1.4835318469608105,0.0
RMKE.JK,0.002646661575654784,,1.08,"{'net_income': 73777237523.0, 'roa': 0.08062277413459605, 'op_revenue_v_net_income_margin': 561465588828.0, 'lt_debt_decreased_percent': 11.229538060001452, 'current_ratio': 0.5385639297456027}",-65.9302732432642,16.863368329998725,30.539568959295746,0.6464275917476212,,17.312219072058134,0.0
