,Average Daily Returns,beta,alpha,Sharpe Ratio,net_income,operating_cashflow,roa,op_revenue_v_net_income_margin,current_ratio,Revenue Growth,Earning per Share,Price to Earning,Debt to Equity,Free Cash Flow,Return on Equity,Dividend Yield,lt_debt_decreased_percent,percent_shares_outstanding,gross_margin
DYAN.JK,0.000973160953779658,[-0.113],[0.001],0.47,,,,499762039225.0,0.4468867511342667,-49.59883040290966,-50.452262779431585,-1.7838644897546847,0.5082801296146588,,-41.584899142631656,7.777777777777778,,,
EAST.JK,0.0012119197447247188,[-0.201],[0.001],0.79,,,,,,,,0.0,0.0,,,13.233088235294119,,,
ECII.JK,-0.0006232633917351048,[-0.052],[-0.001],-0.31,,,,1638995452028.0,0.2760799618127977,-10.647699292497862,-17.555604990582193,-15.493627257272877,0.026020214426879542,,-1.637141804868531,17.746323529411768,41.66470588003737,,
EDGE.JK,0.002514875356223567,,,0.84,121777000000.0,,0.22768439749462466,353896000000.0,0.4195325792278209,-19.07102486363621,60.27818387053629,69.51105243978748,0.41950654206969223,,39.60665569526387,0.0,100.0,,
EKAD.JK,0.00029142739683160005,[-0.013],[0.],0.4,,,,,,,,0.0,0.0,,,24.569105691056908,,,
ELIT.JK,0.0004522847261623241,,,0.13,,,,,,,,0.0,0.0,,,2.9914529914529915,,,
ELPI.JK,0.00044536301062680163,,,0.26,119774000000.0,,0.06822427990102484,361526000000.0,0.18797875588405508,-10.967317069561293,16.159471686026006,18.564963374355035,0.21195191458029997,,8.861435657042746,1.3933333333333333,,,
ELSA.JK,0.000972876589812219,[-0.076],[0.001],0.63,249082000000.0,,0.03293506048403625,7477863000000.0,0.5053505159846418,-5.034287819070534,34.1278340376417,11.310415995760433,0.3324609212657089,,6.660947447183239,45.91083160621761,,,
ELTY.JK,0.0,[0.],[0.],,,,,856850000000.0,0.2865194178748039,-21.442740403615456,-171.885,-0.19780667306629435,0.11097966352338223,,-3.309449836060253,29.411764705882355,,,
EMDE.JK,-0.00022653444509464595,[-0.1],[-0.],-0.14,,,,142029875868.0,0.7765487402778433,-50.617228090960396,-16.81954320988014,-7.431830843454326,1.768920540868285,,-10.328297041719665,4.0,0.1433982945149516,,
EMTK.JK,0.0005645097710171886,[0.04],[0.001],0.25,2058199105000.0,,0.11508512327740755,9878182877000.0,0.30670218165592017,-7.042839908545745,33.70074803526708,12.937398289905486,0.09380261420874682,,19.257520688077303,21.80275229357798,,5.772680872107431,
ENAK.JK,0.0012557817732096002,,,0.77,,,,695948785769.0,0.8357947407775417,-29.033530575094858,-62.661191878830024,-17.554725133972966,4.225227562744349,,-123.00460450788151,1.090909090909091,,,
ENRG.JK,0.002334574339927024,[-0.108],[0.002],0.9,53659332.0,,0.06353088791826944,271222338.0,0.7487923961005577,-19.998872287363973,0.002161834643892969,99915.13486481717,0.418397923409149,,16.948513703602977,1.2320574074074073,13.502091969050797,41.176470583551286,
ENVY.JK,-0.0004970177403872217,[0.028],[-0.001],-0.5,,,,26805273785.0,0.1497788058825293,147.66979744829507,-14.516874212222222,-3.444267634275111,0.0,,-9.314604828799936,0.0,,,
ENZO.JK,-0.0010029864518618272,,,-0.71,,,,,,,,0.0,0.0,,,0.0,,,
EPAC.JK,-0.0026049924590080004,,,-0.96,,,,,,,,0.0,0.0,,,0.0,,,
EPMT.JK,0.0004764071996671664,[-0.031],[0.],0.57,680597939678.0,,0.07388382653626638,21864821428961.0,0.28792359239113047,-12.184961575958834,251.2692493937917,9.670900859785192,0.03357790557092232,,10.402578182111295,42.00106510288066,,,
ERAA.JK,0.0010185034650027696,[0.088],[0.001],0.62,612004625000.0,,0.05458785833445585,33501450220000.0,0.4926581964529359,-21.5186851305919,38.77496332787986,11.089630088465427,1.5218904176688643,,11.31499179444198,22.6046511627907,59.15109702848933,,
ERAL.JK,-0.001988258020864119,,,-1.47,73152450559.0,,0.0650938628369814,1898640539584.0,0.5166020386868975,-10.143582599433477,14.101677129204113,21.841373701723892,0.0,,13.465918021730358,0.0,73.72608110324346,,
ERTX.JK,0.0019368540339707383,[-0.038],[0.002],0.58,,,,,,,,0.0,0.0,,,7.193089430894309,,,
ESIP.JK,-0.00036305538957954325,[-0.073],[-0.],-0.14,,,,,,,,0.0,0.0,,,2.2668764705882354,,,
ESSA.JK,0.0023325754630298054,[-0.055],[0.002],0.84,,,,194640870.0,0.6063644327745251,-42.15790395924719,-0.0011102580956155776,-607966.744548482,0.8205787050058335,,-9.739289633009337,7.4074074074074066,8.414036063981275,6.562884624606512,
ESTA.JK,0.0022878005136730247,[-0.147],[0.002],0.69,,,,,,,,0.0,0.0,,,0.0,,,
ESTI.JK,0.00058166401865521,[0.005],[0.001],0.26,,,,,,,,0.0,0.0,,,18.91891891891892,,,
ETWA.JK,0.00044347234133690995,[0.057],[0.],0.21,72397812981.0,,0.06857989590035926,,,-87.42081979686273,15.507160224505842,4.5140437698824805,-3.648180842838706,,-26.954324585286276,2.3142857142857145,,24.153976996187914,
EURO.JK,0.002376026436191882,,,0.72,,,,,,,,0.0,0.0,,,3.3566433566433567,,,
EXCL.JK,7.91358560499365e-05,[0.04],[0.],0.05,371598000000.0,,0.0054852625803868005,25637497000000.0,0.7175079585816753,-2.7844569326886957,28.427237815955426,79.50121691849795,2.3993914435480828,,1.9417405718216394,26.648980398230087,6.763443805723135,,
FAPA.JK,0.0011696190634833238,,,1.53,,,,2737661986029.0,0.6541759133678424,-22.803743274147756,-33.15293190123443,-159.86519731615826,1.2924967457644585,,-4.649079347592325,0.0,,,
FAST.JK,-0.00018340724853683525,[-0.06],[-0.],-0.19,,,,5217548477000.0,0.6320373232149213,-0.004797818267345441,-94.60197752758164,-8.139364737650467,0.7418565327443655,,-27.60502698093178,24.484640519480514,39.32816762814349,,
FASW.JK,-0.00013399944877993825,[0.046],[-0.],-0.15,353299000000.0,,0.030686845286094624,7556513000000.0,0.5992624539609159,-33.71354671709585,142.5805799111874,38.574678286663705,1.3785942941230147,,7.657591755353447,19.98181818181818,,,
FILM.JK,0.005141679208923998,[0.17],[0.005],1.62,,,,179325803173.0,0.016251264641741578,-52.02120716216279,-5.988714747690401,-733.0454337790994,0.0007508372528232522,,-4.307394322179343,0.2505694760820046,,,
FIMP.JK,-0.00046647765880628874,,,-0.23,,,,,,,,0.0,0.0,,,0.0,,,
FIRE.JK,0.0016322135161147752,[0.314],[0.001],0.42,13830828934.0,,0.02737140872305154,1055174677861.0,0.30151198347737607,27.08839101618974,9.37454515101399,9.707137630048862,0.1127439947727356,,3.9195184983885865,0.0,,89.34788887180665,
FISH.JK,0.0014467083520075742,[-0.258],[0.002],0.61,19571108.0,,0.04190673159011585,970180448.0,0.7097828111629435,-27.041600277483706,0.040773141666666665,136119.0178910668,1.3530380319072939,,15.271626750673494,26.270270270270267,38.19665302942714,,
FITT.JK,0.003912359144112977,[0.017],[0.004],1.22,,,,,,,,0.0,0.0,,,0.0,,,
FLMC.JK,-0.0023144613365818855,,,-1.04,,,,,,,,0.0,0.0,,,0.0,,,
FMII.JK,0.0013716402871296065,[-0.175],[0.001],0.35,,,,52801572521.0,0.28198294275340396,-2.6877390529765517,-0.2313708759375,-1037.2956363999374,0.10419524286499583,,-0.2369615938294759,0.0,,,
FOLK.JK,-0.004677656539989756,,,-2.57,,,,,,,,0.0,0.0,,,0.0,,,
FOOD.JK,0.000613593393108558,[-0.067],[0.001],0.23,,,,,,,,0.0,0.0,,,0.0,,,
FORU.JK,0.00367403157459148,[0.247],[0.004],0.9,,,,,,,,0.0,0.0,,,5.555555555555555,,,
FORZ.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
FPNI.JK,0.00165528767608587,[-0.133],[0.002],0.62,,,,314307000.0,0.3629407472368571,-24.928414738313403,-0.000887466030531016,-211839.09415384615,0.005103758892116008,,-5.198467820010944,26.595744680851062,,,
FREN.JK,-0.00011300005531887849,[0.126],[-0.],-0.05,,,,10931474020990.0,0.6803369871446037,-10.031205091602633,-4.542772006928772,-11.006495576651988,1.9909616985229168,,-12.320919084115195,0.0,16.602112527784058,1.2512720433426188,
FUJI.JK,0.001700798581266631,[0.171],[0.002],0.68,4897849567.0,,0.034657351261014116,2992277990.0,0.008058017244102392,-32.613222877556375,3.76757659,61.047199573983974,0.0,,3.493888943456765,0.0,,,
FUTR.JK,-0.002045260595239132,,,-0.69,,,,,,,,0.0,0.0,,,0.0,,,
FWCT.JK,-0.0026253332031953877,,,-1.0,,,,,,,,0.0,0.0,,,2.941176470588235,,,
GAMA.JK,-0.0011101714024232344,[0.058],[-0.001],-1.81,,,,53447600762.0,0.22530960358261046,61.578258248275375,-1.316876445194314,-13.668708302656274,0.08883279540858262,,-1.2122378215436862,0.0,10.703094154979357,,
GDST.JK,0.0016172658216311283,[0.245],[0.001],0.61,,,,1409620268301.0,0.46674303450467375,-20.360353030378736,-9.15706739876628,-12.230990023628047,0.6469107534632513,,-9.191961589909138,0.0,,0.03337364585245604,
GDYR.JK,0.00017300540901411658,[-0.093],[0.],0.11,,,,,,,,0.0,0.0,,,29.715267175572517,,,
GEMA.JK,0.00014699083350802673,[-0.055],[0.],0.07,1260751968.0,,0.0012970494303404763,983086611315.0,0.6184799400079676,-11.354540439112494,0.78796998,332.4999767123108,1.114308279936064,,0.3321696398078433,13.893129770992369,,,
GEMS.JK,0.0013021474887864699,[-0.044],[0.001],0.75,93931379.0,,0.11543483876132409,967478498.0,0.5705703389675904,-33.074341959102135,0.015968342197001644,369481.05991289666,0.3736172497340514,,27.106174379594716,62.49064406779661,,,
GGRM.JK,-0.0007603630767558845,[0.103],[-0.001],-0.57,7647725000000.0,,0.09780773997818609,106829586000000.0,0.2515486196188126,-8.331077457206431,3974.7231489148485,5.006638010859438,0.12167655792810166,,13.068028574627347,120.65326633165829,,,
GGRP.JK,0.0011300778437946203,[0.067],[0.001],0.49,,,,621959758.0,0.3316379047925371,-15.073345150358064,-0.0007392656544506004,-568131.3577486988,0.1825381033536602,,-1.2972787122176683,0.0,,,
GHON.JK,0.0003638833328803958,[0.048],[0.],0.19,,,,,,,,0.0,0.0,,,4.489247311827957,,,
GIAA.JK,-0.0010560638295207688,[0.054],[-0.001],-0.65,,,,3935373861.0,,11.644732259359277,-0.09437480551790649,-582.7826579156701,-2.1126748823633656,,127.2626657564668,0.0,,,
GJTL.JK,0.0015728554363860683,[-0.026],[0.002],0.81,320376000000.0,,0.018056370191433843,13114216000000.0,0.6030474041713453,-12.444791620096222,91.94554880226453,13.649382883112343,0.7248307514731938,,4.550810322249632,9.083665338645417,10.549839916351573,,
GLOB.JK,0.000940373271935269,[0.115],[0.001],0.26,,,,,,,,0.0,0.0,,,67.10526315789474,,,
GLVA.JK,0.0010516289560419693,[0.066],[0.001],0.43,,,,,,,,0.0,0.0,,,1.5789473684210527,,,
GMFI.JK,0.00034612436530294047,[0.101],[0.],0.18,,,,582630493.0,,20.53632139272797,-0.01164535215875904,-5066.398954335032,-2.154062796761823,,153.4392833243507,13.720559322033901,36.38031380097007,,
GMTD.JK,0.0009836542787690944,[0.055],[0.001],1.04,,,,273534073184.0,0.4075507986693936,20.731036378329314,-104.34522041309367,-43.60525553529855,0.0,,-18.11301377650669,11.626373626373626,,,
GOLD.JK,0.001604739584632714,[-0.128],[0.002],0.5,,,,,,,,0.0,0.0,,,0.0,,,
GOLL.JK,0.0,[0.],[0.],,,,,305746539819.0,0.821082300221634,,,0.0,0.0,,-155.9711578606707,0.0,,,
GOOD.JK,0.000695255240534309,[-0.039],[0.001],0.66,259412261010.0,,0.038886892129030855,7459967535403.0,0.5550046439128413,-12.275587207126764,7.033344357477408,60.284265699180494,0.7432958592507778,,10.069296175885494,10.61320754716981,,,
GOTO.JK,-0.002351922774758341,,,-0.8,,,,20063092000000.0,0.3091874174030849,-26.6303317368364,-15.632208586257045,-4.413963620000625,0.21551279688706204,,-83.19337623275351,0.0,,,
GPRA.JK,0.0010156373176687127,[-0.127],[0.001],0.6,29785103512.0,,0.017243119324404164,294011978504.0,0.39025634716028473,-27.52150576453395,6.96457135588667,13.49688232005094,0.24773181657329074,,3.016381648548921,21.941489361702125,,,
GPSO.JK,0.00012186054482461454,,,0.04,,,,,,,,0.0,0.0,,,0.0,,,
GRIA.JK,0.0013335627634279731,,,0.42,,,,,,,,0.0,0.0,,,0.0,,,
GRPH.JK,-0.04418692096632932,,,-16.67,,,,,,,,0.0,0.0,,,0.0,,,
GRPM.JK,-0.005181289066933113,,,-2.25,,,,,,,,0.0,0.0,,,0.0,,,
GSMF.JK,0.0005300045877251189,[0.083],[0.],0.19,18462000000.0,,0.004138713017622148,1129935000000.0,0.6677849994406841,-13.81590747568655,12.808025308025307,3.903802404939877,0.0678171519453099,,1.3553593295295372,0.0,,,
GTBO.JK,0.0026340422616790544,[-0.052],[0.003],1.01,,,,1210956.0,0.25508484522460945,-100.0,-0.0004843824,-780375.1746553961,0.029830770997805553,,-2.89825401733305,0.0,,,
GTRA.JK,2.8748118675842445e-05,,,0.01,,,,,,,,0.0,0.0,,,0.0,,,
GTSI.JK,-0.0006904904759146447,,,-0.4,13282605.0,,0.10449978701723162,22052341.0,0.5644591327713643,14.87524353930207,0.0008396561666374834,59548.18410996939,0.6900313764270048,,32.86704359685768,0.0,33.012285179654235,,
GULA.JK,0.0020100094720015287,,,0.67,,,,,,,,0.0,0.0,,,0.0,,,
GWSA.JK,0.0010330403737952155,[-0.011],[0.001],0.51,,,,82623151448.0,0.07622989191677026,-32.407155992129944,-6.44693675947111,-22.491301746830757,0.0782503672456734,,-0.7278566396511893,0.0,8.22184779712348,,
GZCO.JK,0.0016873364889512395,[-0.027],[0.002],0.63,,,,588540000000.0,0.5219350814339694,-42.451866915947065,-30.269333333333332,-3.1715267377323584,0.2614658076810612,,-18.50382830449157,36.371531250000004,,,
HADE.JK,-0.0013217042351060108,[-0.032],[-0.001],-0.37,,,,,,,,0.0,0.0,,,0.0,,,
HAIS.JK,-0.00022224218674261634,,,-0.09,,,,,,,,0.0,0.0,,,0.0,,,
HAJJ.JK,0.0004747181933238655,,,0.15,,,,,,,,0.0,0.0,,,0.0,,,
HALO.JK,-0.0022237453066990456,,,-0.66,,,,,,,,0.0,0.0,,,0.0,,,
HATM.JK,0.002335843535652717,,,0.9,,,,139532074.0,0.260633558857015,-100.0,-0.019933153428571427,-11137.224262860165,0.4735504849600344,,-0.04986828903380835,0.0,100.0,,
HBAT.JK,-0.006676176548830963,,,-2.39,,,,,,,,0.0,0.0,,,0.0,,,
HDFA.JK,0.0010660741816138901,[-0.019],[0.001],0.3,,120603058000.0,,145057720000.0,0.3440821091686342,-54.56939758815994,-15.202157956792975,-7.038474426072374,3.014106383038331,128939944000.0,-19.636387598775922,3.1434485981308415,64.85830813014333,1.203093078145134,
HDIT.JK,-0.001665331156217973,[-0.15],[-0.002],-0.55,,,,,,,,0.0,0.0,,,0.0,,,
HDTX.JK,0.0,[0.],[0.],,,,,57854828000.0,0.9453664332443319,-9.896005641478467,,0.0,0.0,,-137.68115642224262,0.0,,,
HEAL.JK,0.0010600929999189522,[-0.006],[0.001],0.93,473222000000.0,,0.07468675476516275,3942820000000.0,0.45548058818608955,-24.756662703479666,32.00386786553927,36.714312311769106,0.861088335888782,,18.157575255276274,4.085106382978723,11.999834524328653,0.15677369287129053,
HELI.JK,0.001779142589657589,[0.111],[0.002],0.59,6566863676.0,,0.019557278070183516,137271574165.0,0.606497515491311,126.87936613560215,7.884695843783083,66.58468638507489,0.9299543428811674,,5.005182739566093,0.0,,1.253536552123358,
HERO.JK,0.0004208830214402692,[-0.011],[0.],0.25,,,,4773935000000.0,0.6166746272592875,2.2436342128795395,-290.3225134092161,-2.652222836451776,1.6083238449248607,,-65.4882114943322,0.0,73.41568837282925,,
HEXA.JK,0.0008186611159448829,[-0.084],[0.001],0.76,38436806.0,,0.14448699960222552,385994465.0,0.32965557801066603,60.76330878283996,0.04575810238095238,136587.8319858315,0.5874146090020365,,21.554143640584282,100.14639999999999,,,
HILL.JK,0.0038659232458806898,,,1.28,86342000000.0,,0.06753055385659827,934820000000.0,0.9276945505966859,-48.52445910108021,29.285350562313464,71.36674002084732,30.141348352702,,136.07236852473483,0.0,,,
HITS.JK,0.001285178393706632,[0.084],[0.001],0.35,4380147.0,,0.019644028248994395,85874768.0,0.694989099455041,6.198572538288178,0.0006304292878327597,599591.4328464319,1.4275600386342497,,8.452563058201413,8.346560846560847,39.32354439251592,,
HKMU.JK,-0.0002502523415586125,[0.134],[-0.],-0.15,,,,,,,,0.0,0.0,,,0.0,,,
HMSP.JK,-0.0005309364810248201,[0.048],[-0.001],-0.44,8581378000000.0,,0.17275381119671587,83843832000000.0,0.3912024854838635,-6.522971519209589,73.77514884987296,11.657041882084673,0.017263075007640183,,28.376234639199883,1619.5031046511626,,,
HOKI.JK,0.00042148186355240073,[-0.101],[0.],0.22,38043800534.0,,0.04198887360434488,1135145688352.0,0.2652914679575761,25.66334865703982,3.931058300199131,40.1927389354659,0.295749518429364,,5.71629575273354,12.183544303797468,,,
HOME.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
HOMI.JK,0.0008163317403286375,,,0.3,1250018787.0,,0.005324771616555679,27589325379.0,0.5126972161658699,-54.147559683647074,0.7936626896543415,194.0370915849283,0.18703522560304628,,1.0927984244935207,0.0,,13.863013714285714,
HOPE.JK,-0.00043759431072090097,,,-0.13,,,,,,,,0.0,0.0,,,0.0,,,
HOTL.JK,4.4563279857394824e-07,[0.001],[-0.],0.01,,,,106546574664.0,0.7531067788984909,,-13.575639664878345,-3.6830677032004195,2.4228661503887663,,-14.821706729297587,0.0,,,
HRME.JK,-0.0003720440475988537,[-0.007],[-0.],-0.23,,,,74006010298.0,0.2649103375897551,-28.65955269380599,-4.470623870461126,-7.605202536641277,0.379450638907801,,-3.8898961672601367,0.0,7.2367933422812865,,
HRTA.JK,0.0010235044384667,[0.111],[0.001],0.56,171170690685.0,,0.06046967605777136,3967456122569.0,0.5202106520445365,-20.98698856668176,37.16852012931919,10.492750280158749,2.0660357147346367,,12.64410939840642,7.435897435897436,,,
HRUM.JK,0.002351530890032427,[-0.006],[0.002],1.06,59004794.0,,0.11831668700666051,98814253.0,0.0880397090515435,-53.05456851576732,0.004431053304613037,304667.9665520059,0.19106317388075866,,15.951064445104338,97.27555555555556,98.5394277247966,0.585728472035062,
HUMI.JK,-0.001000951710223193,,,-0.18,7148409.0,,0.03347450073142844,61935144.0,0.5110604558068919,3.739809491968672,0.0003961105287873274,249930.24119576818,0.4121581597140553,,8.054416027686315,0.0,38.188723367399966,,
HYGN.JK,,,,,,,,,,,,0.0,0.0,,,0.0,,,
IATA.JK,0.0007580699212426954,[-0.057],[0.001],0.29,,,,30314945.0,0.8071932103113098,-69.7891948175985,-0.0002540442630102716,-196816.0957761065,3.1623445426535057,,-53.55578622624251,6.68,,6.290809561584205,
IBFN.JK,-0.002885282925944413,[0.141],[-0.003],-1.43,,,,,,,,0.0,0.0,,,25.811210526315794,,,
IBOS.JK,0.005500113026339772,,,1.93,5711027676.0,,0.027586413091660333,47598693928.0,0.10829879283574767,-14.454585351446783,0.709983298011651,985.9386861076734,0.13022020449098728,,3.6381257695757285,0.0,73.14324700644893,,
IBST.JK,0.00023131907058131533,[-0.031],[0.],0.09,67204167744.0,,0.006453979554612999,1055072079390.0,0.40440278470026675,15.080312210534707,49.74770104073317,80.40572561784955,0.474346222277625,,1.0836147968497545,0.0,,,
ICBP.JK,0.0003547335856350984,[0.022],[0.],0.35,6586907000000.0,,0.06358734925002407,40054141000000.0,0.5142497670466242,-17.890875235259625,564.8228098783483,20.537414206941133,1.4947297026063384,,22.38138589931034,18.22413793103448,24.329623939247007,,
ICON.JK,0.0007254460328092768,[-0.003],[0.001],0.26,,,,,,,,0.0,0.0,,,0.5,,,
IDEA.JK,-0.0005085967711490736,,,-0.17,,,,,,,,0.0,0.0,,,0.0,,,
IDPR.JK,0.00032675058574504795,[0.001],[0.],0.14,,,,1037104332008.0,0.4826924457012549,-25.23834910147601,-192.0886047470441,-0.8329489415090466,0.7186523053023842,,-49.99944797757029,28.125,,,
IFII.JK,0.0002117327842536693,[-0.024],[0.],0.15,73585850462.0,,0.06850047292896483,608435360052.0,0.06955650554019886,-4.556555446944128,7.818301366711129,19.825278245215916,0.5635795484604306,,7.362131428382438,3.225806451612903,73.98129495443513,,
IFSH.JK,0.0017769795319141938,[0.156],[0.002],0.66,31935192392.0,,0.027786144140934436,364638289458.0,0.555143207170863,-56.240624267688766,16.60713731990369,50.88173739535866,0.2502961639874755,,6.057006047248299,0.0,,,
IGAR.JK,0.0007823511834221525,[0.002],[0.001],0.64,44121849346.0,,0.066262612127298,695280446684.0,0.10855235526100422,-23.781744424762934,45.38332273240356,10.047743808639584,0.0,,10.371143001455128,57.675438596491226,,,
IIKP.JK,0.0,[0.],[0.],,,,,57159858233.0,0.07356716407726516,-14.774146372911808,,0.0,0.0,,-13.06389334704743,3.8200000000000003,,,
IKAI.JK,2.315098569517113e-05,[0.001],[0.],0.05,,,,163363752000.0,0.34544196543642697,-50.3018414245595,-5.319253235593578,-6.39187466625772,0.3081891651541984,,-8.505992172990302,0.0,,,
IKAN.JK,-0.0017373893522538563,[0.082],[-0.002],-0.63,,,,,,,,0.0,0.0,,,0.0,,,
IKBI.JK,0.0014454159225853731,[-0.03],[0.001],0.63,2346766.0,,0.025583392766780667,198238233.0,0.24369376256989886,33.510998554711904,0.0019172924836601307,266000.1039728716,0.118899598898824,,3.382676421354401,90.25241176470588,,0.6404494082510254,
IKPM.JK,0.004984768812141601,,,2.09,,,,,,,,0.0,0.0,,,0.0,,,
IMAS.JK,0.001590112474321722,[-0.009],[0.002],0.66,,,,15776320000000.0,0.7373130036543019,-20.571421270253264,-136.66859715581185,-10.207172891440464,3.6278677950360074,,-5.039582715379907,14.918031541218637,3.3497775788141406,22.358537806710068,
IMJS.JK,0.000662225870908765,[-0.016],[0.001],0.29,,,,4203805591501.0,0.8475301917855869,2.5580466368075094,-7.054835666818063,-39.689088906345596,6.767062757011369,,-1.816604437488622,5.508002142857142,4.665278351271744,17.16580066036346,
IMPC.JK,0.0015597872769950772,[0.026],[0.002],1.3,125060624062.0,,0.04636855183422756,1672454253180.0,0.4564874143868139,-19.298673890677495,2.304479014827576,166.6320229124462,0.4097605614945214,,10.025886694924807,10.416666666666668,,,
INAF.JK,-0.00021176407402572422,[-0.011],[-0.],-0.08,27580910.0,,1.6097794938980902e-05,1715560073489.0,0.7488368811682775,-40.882301314575656,0.00889916367296374,34834.73407077577,1.7933656789842638,,0.0064093685378171705,10.838387096774191,8.892883941250384,11.00829470189327,
INAI.JK,-0.00027955077089368856,[-0.067],[-0.],-0.19,3991581552.0,,0.0028593612961893325,1024919129592.0,0.7697628415604417,-27.96744240500553,6.299844621212121,30.635676211783434,2.4791772403513233,,1.2419199904866662,109.06735751295338,,,
INCF.JK,0.0011391677506824736,[-0.358],[0.001],0.36,,,,,,,,0.0,0.0,,,0.0,,,
INCI.JK,0.0009113038514049484,[0.022],[0.001],0.55,,,,,,,,0.0,0.0,,,42.33267457627118,,,
INCO.JK,0.0006562124548796231,[0.018],[0.001],0.39,82819000.0,,0.035780231896029566,681925000.0,0.1271332525150584,-19.768688612991962,0.00833496038447947,488304.66040111566,0.004267023299600371,,4.099183420132272,47.42414004914004,100.0,,
INDF.JK,6.697992402111906e-05,[0.004],[0.],0.08,6455632000000.0,,0.039571961926660244,75275837000000.0,0.5148968119436852,-17.730172054493636,735.2295676820913,8.670761188370093,1.541580184934934,,15.23478217857438,41.13725490196079,13.2807320875366,,
INDO.JK,0.0005617618381261362,[0.01],[0.001],0.23,,,,,,,,0.0,0.0,,,0.0,,,
INDR.JK,0.0008242560030652809,[-0.034],[0.001],0.4,6232061.0,,0.008158690047682967,582809922.0,0.5071354128599098,-33.37396202688081,0.009524019182336113,371691.81752232526,0.3128688218632088,,1.65536463271209,15.480225988700566,,,
INDS.JK,0.0004982600827871381,[-0.061],[0.001],0.32,58921397142.0,,0.020847832604315233,1567269167148.0,0.09288592134762336,-45.95017729779756,89.78498831018638,25.616754462940193,0.14522060111601304,,2.309565324328557,74.55130434782609,,,
INDX.JK,0.0024440053161911366,[0.017],[0.002],0.68,,,,,,,,0.0,0.0,,,0.0,,,
INDY.JK,0.0013445079395154414,[-0.005],[0.001],0.62,,,,1931368988.0,0.7517541045992854,-40.90155291062124,-0.02259262552939998,-66172.03467806535,1.683875960803672,,-17.144871360037325,45.8239397993311,,,
INET.JK,-0.003303199455409674,,,-0.78,,,,,,,,0.0,0.0,,,0.0,,,
INKP.JK,0.0007164059649013434,[0.046],[0.001],0.4,294053000.0,,0.03460962960600272,2691980000.0,0.4989962073976637,-15.08716124104458,0.05374777367861219,178146.91371691498,0.8275209277955692,,6.908961469510891,4.22976501305483,,,
INOV.JK,-0.0003709080682825721,[-0.087],[-0.],-0.17,,,,,,,,0.0,0.0,,,5.681818181818182,,,
INPC.JK,0.001195604569823278,[-0.048],[0.001],0.45,21371000000.0,5121893000000.0,0.0007000695942095783,724966000000.0,0.8833970229271072,-30.40640717926339,1.0567461488983927,65.29477308427307,0.1276576899038779,5138509000000.0,0.6003874101532924,0.0,,21.88996168224299,
INPP.JK,0.0010314404246357836,[0.075],[0.001],0.45,,,,876366519582.0,0.2464435951411354,-7.1613562229790535,-42.8650424400174,-22.745807410883884,0.3135998518398392,,-9.219566532824992,1.0256410256410255,9.144839701875128,,
INPS.JK,-0.000980438971672423,[-0.371],[-0.001],-0.25,,,,273001537919.0,0.7282436230410491,-7.542271700453404,-26.66843640153846,-4.912174003288877,0.94002187417049,,-14.183212342422898,0.0,,,
INRU.JK,0.0002611198246099705,[-0.072],[0.],0.1,,,,,,,,0.0,0.0,,,0.0,,,
INTA.JK,-0.0015846788177029914,[0.112],[-0.002],-0.92,,,,1535339000000.0,,11.40474698917362,-255.45868824665197,-0.1448375087727513,-3.2382791236203188,,75.39853534234629,480.1891891891892,,0.05980861244019139,
INTD.JK,0.0014117490389309018,[0.108],[0.001],0.38,,,,,,,,0.0,0.0,,,0.0,,,
INTP.JK,-0.00011501761013037661,[0.024],[-0.],-0.09,1806337000000.0,,0.06605809716788703,12377985000000.0,0.18901027593236444,-3.9777128286627335,526.4646379322785,16.62029957865005,0.1264804176172633,,8.14536796305669,86.5142857142857,,,
IOTF.JK,0.0068939259429165595,,,2.32,,,,,,,,0.0,0.0,,,0.0,,,
IPAC.JK,0.00014444182478941727,,,0.06,,,,,,,,0.0,0.0,,,0.0,,,
IPCC.JK,0.0008713704037701532,[-0.021],[0.001],0.5,,,,380305601000.0,0.4493657809741272,-31.016511687099772,-13.073968907287252,-52.77662849690605,0.3928789520219543,,-2.365666354280751,16.226086956521737,5.690367647289755,,
IPCM.JK,0.0006166974384090335,[0.034],[0.001],0.42,80234175000.0,,0.056972765489753,616326352000.0,0.22484213947232048,-15.07026897810472,15.20516872303987,18.020188068338708,0.014375236275886756,,7.349827485587189,11.602189781021899,,,
IPOL.JK,0.0011373810455888572,[-0.011],[0.001],0.6,7885331.0,,0.02811016018072595,190002675.0,0.3729670465252818,-17.342540882564002,0.001223787938298145,107044.68960706913,0.4770735702142406,,4.681121136363467,13.358778625954198,41.12598114243532,,
IPPE.JK,-0.00044147560062522093,,,-0.12,,,,,,,,0.0,0.0,,,0.0,,,
IPTV.JK,-0.001685100318893058,[-0.139],[-0.002],-0.74,229987000000.0,,0.020785646031348515,3455304000000.0,0.3398872070944878,-1.5067344296714726,11.05329408720243,4.523538377386548,0.2327092496900794,,3.239896024451046,0.0,,9.237919193893784,
