,Average Daily Returns,beta,alpha,Sharpe Ratio,net_income,operating_cashflow,roa,op_revenue_v_net_income_margin,current_ratio,Revenue Growth,Earning per Share,Price to Earning,Debt to Equity,Free Cash Flow,Return on Equity,Dividend Yield,lt_debt_decreased_percent,percent_shares_outstanding,gross_margin
RISE.JK,0.0010439403873957573,[-0.061],[0.001],0.85,,,,179168175922.0,0.22198923940004262,-37.627116492297155,-2.174074766835496,-453.0662951549408,0.1513905671467467,,-1.4835318469608105,0.0,2.844720293655243,1.7232094735300352,
RMKE.JK,0.002646661575654784,,,1.08,73777237523.0,,0.08062277413459605,561465588828.0,0.5385639297456027,-65.9302732432642,16.863368329998725,29.412866415166388,0.6464275917476212,,17.312219072058134,0.0,11.229538060001452,,
RMKO.JK,-0.005509873823854123,,,-2.7,,,,,,,,0.0,0.0,,,0.0,,,
ROCK.JK,-0.0006747577545608966,,,-0.22,,,,,,,,0.0,0.0,,,0.0,,,
RODA.JK,0.0005027969339285572,[0.051],[0.],0.24,,,,241322638740.0,0.4406511744741065,-77.57341927444965,-9.357647342516872,-3.63339189387054,0.49753583522607975,,-6.147503065692022,0.0,44.8232591698358,,
RONY.JK,0.002187332324090888,[0.283],[0.002],0.58,,,,,,,,0.0,0.0,,,0.0,,,
ROTI.JK,5.841553078097099e-05,[0.083],[0.],0.06,215050714497.0,,0.04830248513610106,2996983831535.0,0.2707827549583844,-2.2991895958086848,37.70682864042442,31.161464444673978,0.19615977897751333,,6.623979283655089,24.227327659574467,1.7256325534165988,2.043371661244366,
RSCH.JK,0.002346531726808354,,,0.85,,,,,,,,0.0,0.0,,,0.0,,,
RSGK.JK,-0.0007351367228277153,,,-0.59,19989475975.0,,0.026519613698356814,274927463567.0,0.34887959943104024,-32.23354753063546,21.501573994124193,54.41462100959352,0.0,,4.114479884952545,0.0,,,
RUIS.JK,0.0008368872815014023,[-0.096],[0.001],0.35,27541932779.0,,0.020460378893802877,1588848218778.0,0.6583294264495864,-1.7772240219808129,35.768743868831166,5.20007078476357,1.447145550816135,,5.988437771869951,65.86021505376344,,,
RUNS.JK,-0.0018574009211759074,,,-0.71,,,,,,,,0.0,0.0,,,0.0,,,
SAFE.JK,0.0013439041745520277,[0.012],[0.001],0.49,,,,161551169031.0,,-10.61497319312591,-28.59458538349487,-8.882800592961622,-2.5817402915201315,,25.699059675305662,0.0,,,
SAGE.JK,-0.0024468112186033773,,,-0.57,11702943031.0,,0.043401742017865785,23907005703.0,0.5262089096374456,-26.960909148496725,0.6073995287795011,82.31814091207677,0.12983866473585123,,4.4401741882853045,0.0,13.601802309208674,,
SAME.JK,0.002711521090673433,[0.065],[0.003],1.17,,,,1004459318745.0,0.48638661073933986,-35.763875048807634,-10.948687696934133,-24.477819389719713,0.6869922747238191,,-13.695816496023689,2.5219962686567166,,50.744393053698936,
SAMF.JK,0.0017274702652445668,[0.041],[0.002],0.65,113829452154.0,,0.08481623576321579,1295396729366.0,0.41599890572535386,-23.922758141980637,22.21062397845077,34.44297651170087,1.14954639233598,,14.978104755729829,3.623529411764706,,,
SAPX.JK,-0.0001664595241103218,[-0.03],[-0.],-0.07,,,,,,,,0.0,0.0,,,2.4489795918367347,,,
SATU.JK,0.0017533586467878616,[0.036],[0.002],0.76,,,,,,,,0.0,0.0,,,0.0,,,
SBAT.JK,-0.002657759488918262,[-0.062],[-0.003],-0.8,,,,,,,,0.0,0.0,,,0.0,,,
SBMA.JK,0.00028432264784712896,,,0.1,,,,,,,,0.0,0.0,,,0.0,,,
SCCO.JK,-0.000612540398803195,[0.181],[-0.001],-0.33,237881695219.0,,0.06355960371419374,4382854664328.0,0.12523215865903706,-7.971650826223847,289.2762437046019,7.1212207875030185,0.0,,7.23304034096341,156.79611650485435,,,
SCMA.JK,-3.304801966890127e-05,[0.016],[-0.],-0.02,1148342286000.0,,0.1696998172085946,3952770973000.0,0.4241699247735718,-13.981641297020039,18.167845797559767,7.760964154536063,0.00424390621182275,,35.09384771877021,1189.4751773049645,,,
SCNP.JK,0.0005717623150216988,,,0.24,,,,,,,,0.0,0.0,,,0.0,,,
SCPI.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
SDMU.JK,0.0010507994131014238,[-0.021],[0.001],0.34,,,,131454154403.0,0.9563340867565765,7.730555808945236,-37.38892389355858,-0.909360218464527,22.81654171626808,,-679.2762263757576,23.0,,,
SDPC.JK,0.0013574373509824184,[0.142],[0.001],0.47,2804331066.0,,0.0024075097007566497,2640822174346.0,0.8032355108353118,-11.550336300335946,2.2012017786499216,65.87310686661986,3.265859886955188,,1.2235488786503586,9.935744827586207,,,
SDRA.JK,7.705722602669289e-05,[-0.059],[0.],0.05,536001000000.0,,0.014085296137148904,926284000000.0,0.8089298718852732,-14.403514040180362,62.556794928049435,8.792010534308705,1.6612534254277729,-4865238000000.0,7.371793946090556,26.484267272727273,,7.021757558632383,
SEMA.JK,-0.0003622114876964316,,,-0.14,,,,,,,,0.0,0.0,,,0.0,,,
SFAN.JK,0.0007848278965021585,[-0.018],[0.001],1.28,7284525397.0,,0.029782273053586068,12013561772.0,0.22573511542978736,63.78205693659591,5.356544441776203,331.3703487936374,0.021124936579033707,,3.912019375500374,0.0,,9.113000931388568,
SGER.JK,0.005306838077892518,,,1.55,31199897413.0,,0.045480908154132416,2003876973414.0,0.6564248583405426,-48.14429795966344,7.148823375736896,293.75463480149745,1.9711360853147866,,13.963871260641902,0.4557823333333333,,33.615623824810505,
SGRO.JK,0.00010864266359653614,[0.048],[0.],0.1,,,,3703648000000.0,0.6104483677247483,-32.93705184958806,-110.75485613038711,-18.148188442714513,0.8444644888635028,,-5.56061529219588,34.492537313432834,,,
SHID.JK,0.00020079013558838376,[0.041],[0.],0.07,,,,107553674466.0,0.3844772950870387,-19.880154166304866,-46.39586485218701,-28.343043161054762,0.5170981842064453,,-5.9418805143355895,0.5095057034220533,10.001369217400905,2.4344727272225244,
SHIP.JK,0.0013783360853900468,[-0.158],[0.001],0.66,16934217.0,,0.05748911343145887,68783317.0,0.5419917217823833,-15.477569219571258,0.006226295597048431,159806.0972999224,2.359045141144172,,17.320112749277584,6.834170854271357,13.277924180033526,,
SICO.JK,-0.0009065672416601406,,,-0.29,,,,,,,,0.0,0.0,,,0.0,,,
SIDO.JK,-5.985702635733516e-05,[0.023],[-0.],-0.05,934016000000.0,,0.242632060757768,2401395000000.0,0.1630792026841816,-17.049798805266377,31.133865603964054,19.914006435521447,0.002914890697646267,,28.99110509778433,32.45161290322581,,0.19177863885585708,
SILO.JK,0.0017967340035580503,[-0.047],[0.002],1.03,116163000000.0,,0.013783341809268441,6993961000000.0,0.28588909869761703,-24.21438279340487,8.96333254616071,267.75755419539786,0.1454989890129794,,1.948140484537118,6.008333333333333,,,
SIMA.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,90.0,,,
SIMP.JK,0.0005531409665214123,[0.015],[0.001],0.49,234281000000.0,,0.006621982701006122,14240419000000.0,0.4754538694297451,-26.36936364872468,15.113635911357573,25.275188726290224,0.5709382248167484,,1.5631096488582703,25.392670157068064,,,
SINI.JK,0.0021393275371397085,[0.031],[0.002],0.59,,,,,,,,0.0,0.0,,,0.0,,,
SIPD.JK,0.0008642461208763094,[0.15],[0.001],0.31,14339000000.0,,0.0054759229712276316,4326956000000.0,0.6560055664309385,-19.95804028707686,1961.5595075239398,0.4588186065973917,1.0243414424668726,,1.5918638317524603,0.2222222222222222,,,
SKBM.JK,0.0010492007556764486,[0.034],[0.001],0.33,10341078215.0,,0.0058468416870489075,3155189146509.0,0.4560959359326963,-17.73329541589366,5.977156468567717,41.49130130759774,0.6512635343640054,,1.1534821222150922,10.338709677419354,3.5910644021010225,0.12479817196363195,
SKLT.JK,0.0013270635168517674,[0.033],[0.001],0.45,42521324247.0,,0.05494683414901134,1211179486349.0,0.4741258486206202,-7.601842315847683,6.15590860020638,23.067269061668554,0.35434755296128323,,10.433818629355208,61.97183098591549,,,
SKRN.JK,0.002537153929217557,[0.227],[0.002],0.99,9776450308.0,,0.006368951472169132,498007390894.0,0.6312317338058523,21.048719534088185,1.37348273843695,385.8803501259508,1.3328807646784475,,1.7270877285346538,17.92452830188679,0.5819042150270981,,
SKYB.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
SLIS.JK,-0.003797261206148742,[0.145],[-0.004],-1.18,26465223822.0,,0.06899148398470807,385332841951.0,0.5342552864713612,-8.155320492297765,10.743634040856605,5.212389009811716,0.5803206450817596,,14.863760907209784,1.3392857142857142,28.58166043900242,,
SMAR.JK,0.00039954268247135554,[0.063],[0.],0.33,1538742000000.0,,0.04393120789594729,38895604000000.0,0.6424478998860594,-29.067819769317488,535.7382435407949,7.037018628879955,1.2683571934033404,,12.29452554989474,75.88859416445624,29.102772175306907,,
SMBR.JK,0.00023513200301263662,[0.043],[0.],0.11,10984574000.0,,0.0021111159365535723,1710922576000.0,0.43363360645762616,-1.6943857679318781,1.1059190731453927,227.86477430330936,0.30260423185771,,0.37274534655706165,0.246059126984127,24.434305984886436,,
SMCB.JK,0.0004477390384115579,[0.076],[0.],0.32,650988000000.0,,0.0313891260662615,9457232000000.0,0.6337619466515816,-9.894304611416057,72.1765820695941,18.080656669800366,0.38392446223541127,,8.57068941342358,2.2288122605363987,,6.8410243568684335,
SMDM.JK,0.001546915595677835,[0.09],[0.001],0.61,,,,387359525973.0,0.17299210335627976,-31.83323445514432,-0.17149038785792278,-1067.115202699365,0.04681646207626879,,-0.04587326372796987,0.0,,,
SMDR.JK,0.0031172736648160753,[-0.021],[0.003],1.35,,,,494181153.0,0.5789028640090275,-27.058039642432817,-0.0002040519415399345,-1499618.1741309897,2.292099259459808,,-1.9783805281306848,896.0784313725491,7.87478522735881,,
SMGA.JK,-0.048334513021510206,,,-13.2,,,,,,,,0.0,0.0,,,0.0,,,
SMGR.JK,-0.00027296234547465883,[-0.048],[-0.],-0.2,2792321000000.0,,0.03356237542136703,32379347000000.0,0.5343139023068536,-4.1704006514468945,413.58281330740095,14.265583119419293,0.43286970829714666,,7.641400001882764,86.78000000000002,,0.07999830494126614,
SMIL.JK,1.2528767043702022e-05,,,0.0,50516349810.0,,0.1065894349673022,227303424611.0,0.3680022409238351,-7.746045930169794,5.773277443174118,26.154987610812096,0.42356146553348395,,16.865476726232604,0.0,,,
SMKL.JK,0.0006089808994860579,[-0.056],[0.001],0.29,,,,,,,,0.0,0.0,,,6.666666666666667,,,
SMKM.JK,-0.0022927146358471652,,,-0.82,,,,,,,,0.0,0.0,,,0.0,,,
SMLE.JK,-0.026285415739015196,,,-3.32,,,,,,,,0.0,0.0,,,0.0,,,
SMMA.JK,0.0006891785439335573,[-0.101],[0.001],0.5,,2694104000000.0,,33677027000000.0,0.7875860480714103,-6.394704543956507,-141.8083299409015,-102.95587012472778,0.5180708855324604,3363493000000.0,-0.09836882251682016,0.06164383561643835,4.085711485588053,,
SMMT.JK,0.0034601015209875206,[0.174],[0.003],1.22,,,,225974770290.0,0.3597565711654546,-58.79272024551911,-5.247317355029644,-146.74164871349774,0.0,,-2.8655262724138972,0.0,,,
SMRA.JK,0.0003286135856382076,[-0.053],[0.],0.2,179835308000.0,,0.007215771333030069,4850148791000.0,0.6354428302379207,-9.661223493739492,10.893431575912064,48.653171987783395,1.0522215503309857,,2.6269260814251334,43.40566037735849,,4.221600141060391,
SMRU.JK,0.0,[0.],[0.],,,,,814476803508.0,0.6529524465629118,-9.135387493442176,,0.0,0.0,,-71.9868645370056,0.0,,,
SMSM.JK,0.0010170406261043267,[0.176],[0.001],0.75,487742000000.0,,0.14449362854855807,2745951000000.0,0.21537858099745047,-22.321724765555807,84.6968393068207,23.259427578678892,0.13633935883745726,,21.445571763050573,56.04060913705584,,,
SNLK.JK,0.0025198100825496693,,,0.77,,,,,,,,0.0,0.0,,,0.0,,,
SOCI.JK,0.00074102036289971,[-0.043],[0.001],0.4,27260760.0,,0.04133190638424696,102705820.0,0.4527800743603642,0.9361932658449005,0.003861844558928199,44279.358578704334,0.5907172233890677,,7.558996377384047,9.064327485380117,,,
SOFA.JK,-0.0015664480391315355,,,-0.7,,,,,,,,0.0,0.0,,,0.0,,,
SOHO.JK,0.0014294489616353246,,,0.64,356728000000.0,,0.07972289807421849,6933393000000.0,0.4574809943863126,-12.89151862506296,13.560673818753521,35.98641236581681,0.00903528085740726,,7.795879745198464,137.09016393442624,30.334412081984897,,
SONA.JK,-0.0013473958998741033,[-0.077],[-0.001],-0.88,,,,376955214825.0,0.17612142318138008,261.7935094784268,-198.37505593900966,-9.880274466577095,0.26407079457691773,,-18.699599149045895,30.58673469387755,,,
SOSS.JK,0.000856680512106746,[0.058],[0.001],0.37,,,,,,,,0.0,0.0,,,0.0,,,
SOTS.JK,0.001500101082367362,[-0.08],[0.002],0.51,,,,,,,,0.0,0.0,,,0.0,,,
SOUL.JK,-0.0030643715641498967,,,-1.13,,,,,,,,0.0,0.0,,,0.0,,,
SPMA.JK,0.0012189083373313717,[0.013],[0.001],0.64,162524650713.0,,0.07017275002326383,1988970331255.0,0.3387957360851987,-23.00835853688355,51.52822257369053,6.675953153789567,0.49681445675297814,,10.61287016024232,8.430232558139535,18.393520317657842,24.242380426330566,
SPTO.JK,0.00026858890764179283,[-0.071],[0.],0.25,114984740521.0,,0.03787894424452176,1796005159116.0,0.36056602360380247,-14.632159027714179,42.5869409337037,12.91475715187434,0.27755277347675406,,9.489366668363358,24.181818181818183,,,
SQMI.JK,-0.0007020527254797542,[-0.031],[-0.001],-0.28,,,,37035472023.0,,7.1910563119720505,-2.0504384894819982,-24.38502801058494,-1.4046009343089123,,17.922643011822608,0.0,,,
SRAJ.JK,0.00338564629061801,[-0.032],[0.003],0.97,,,,1298179236230.0,0.5962716496534242,-33.290212069202255,-1.1983156447124494,-1431.1755066934265,1.8209245056203989,,-0.8199006528571801,0.0,,,
SRIL.JK,-0.00018735221525195057,[-0.025],[-0.],-0.21,85325108.0,,0.04607215019719017,1197244276.0,0.6369216301540996,51.3314902080236,0.004171928014148906,34995.80997199558,2.021238053335673,,12.689312838091777,19.43835616438356,,,
SRSN.JK,0.00036340533612201945,[-0.049],[0.],0.24,44152245000.0,,0.048687650852021716,846844621000.0,0.3517236468014813,-1.854502921716357,7.334260278666218,8.044437715364191,0.3727230601667022,,7.510323431018673,6.779661016949152,,,
SRTG.JK,0.0015979081164360254,[-0.122],[0.002],0.87,8825428000000.0,,0.2518029285271864,361273000000.0,0.10420632013815878,-64.75451412610391,651.97268036554,2.2163505366357303,0.02951495094899307,,28.126594194614675,30.519031141868513,17.93556577449825,,
SSIA.JK,0.0004181284166383745,[0.183],[0.],0.24,,,,3034863322651.0,0.4447391210075127,25.262873967076388,-19.217623480082487,-47.0921912346737,0.646191369504516,,-2.333681724322647,15.658563535911604,39.27610689358018,,
SSMS.JK,0.0009066263408006895,[0.054],[0.001],0.49,576634024000.0,,0.04513440675841759,3434496535000.0,0.6187528894173324,-22.908840625529034,60.53900392404318,17.17900745946965,1.069914945173842,,11.895384992935993,11.744548076923076,,,
SSTM.JK,0.0005213590619686807,[-0.074],[0.001],0.25,,,,,,,,0.0,0.0,,,0.6024096385542169,,,
STAA.JK,0.0004439564653188869,,,0.32,410026000000.0,,0.08067533169723641,3793921000000.0,0.5751605386488053,-28.551934764578718,37.605332570832125,21.27357864720774,0.7431488956470538,,20.903216597121148,0.0,,0.2412152731531893,
STAR.JK,-5.123706192208343e-05,[0.071],[-0.],-0.03,5808132877.0,,0.011673289833835091,,0.003453439913430795,-24.524076662556926,1.2100276827083334,49.58564242572166,0.0017289549326154673,,1.1713763586583752,0.0,100.0,,
STRK.JK,-0.004221816188058454,,,-0.54,,,,13547893032.0,,-39.86454367168076,-0.6956766611925596,-71.87247005568334,-0.09541048439477354,,16.523020272403983,0.0,,,
STTP.JK,0.0007434734203622279,[0.013],[0.001],0.35,628562854883.0,,0.1822452175111277,3217737399942.0,0.22490518173271573,-9.325082557131276,479.81897319312975,22.508488833043586,0.004950352427791778,,23.78928121688553,0.7855555555555557,,,
SUGI.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,11.5,,,
SULI.JK,0.0018914221170148059,[0.199],[0.002],0.69,,,,73580987.0,,-26.432446453159315,-0.0036744148266983924,-32113.957069465585,-0.5305396332242934,,116.50499532519936,0.0,,,
SUNI.JK,0.001184245618666062,,,0.66,,,,,,,,0.0,0.0,,,0.0,,,
SUPR.JK,0.0029750751938676713,[0.079],[0.003],1.33,189650000000.0,,0.016999247784405976,1732501000000.0,0.8373399211356806,-7.409277131358187,166.713545126643,239.33268271447406,1.5628810026410205,,10.463119228802183,0.0,,,
SURE.JK,-0.0007049587257658001,[0.028],[-0.001],-0.63,,,,355122530744.0,0.44760779476292806,-1.1052404663449125,-13.06526437713614,-132.4121694029746,4.166670785899067,,-19.35674118213982,0.0,,,
SURI.JK,0.033613796021813705,,,5.15,28823579996.0,,0.13046360861268347,284549509479.0,0.6976133259734498,-7.320787742079163,,0.0,0.0,,43.144628986272224,0.0,,,
SWAT.JK,9.346231931282349e-05,[0.051],[0.],0.03,,,,,,,,0.0,0.0,,,0.0,,,
SWID.JK,-0.0020877290058591534,,,-0.94,,,,,,,,0.0,0.0,,,0.0,,,
TALF.JK,0.0012737289701029947,[0.027],[0.001],0.42,,,,,,,,0.0,0.0,,,0.0,,,
TAMA.JK,-0.002053465766197763,[-0.086],[-0.002],-0.97,,,,,,,,0.0,0.0,,,0.0,,,
TAMU.JK,-0.001986863480788355,[0.092],[-0.002],-0.97,,,,16150029.0,0.5097578284742433,33.77725941577047,-2.4779387850791015e-05,-282492.8542282994,0.61041094165216,,-2.310942619584262,0.0,,,
TAPG.JK,0.0015382091188565377,,,0.78,911068000000.0,,0.07392650257993164,4354717000000.0,0.4598914148606334,-16.12485132897205,45.89185011838734,12.747361426721167,0.1733064970704384,,14.083846894194766,2.582905982905983,,,
TARA.JK,-0.0030683814031298626,[0.132],[-0.003],-1.63,,,,21584341192.0,0.041783680383276026,-81.34437401620058,-1.2577969787284473,-5.5652860663384285,0.0,,-1.2265544698102335,0.0,,,
TAXI.JK,0.0,[0.],[0.],,,,,74668604000.0,,196.59167119758462,-5.196503383882126,-6.542861129554348,0.0,,10.231736531605177,64.70588235294117,,39.88837930118409,
TAYS.JK,-0.001011974891020201,,,-0.3,,,,,,,,0.0,0.0,,,0.0,,,
TBIG.JK,0.0009053626673893033,[0.034],[0.001],0.59,1009625000000.0,,0.027644824172894378,4318064000000.0,0.7452490126105303,-13.78563670305315,44.60163699137129,42.15091926701498,3.3850802902682324,,11.591984644215483,17.198968085106383,43.29231762768245,,
TBLA.JK,0.0003722873927870018,[0.051],[0.],0.34,678029000000.0,,0.034893663535411665,10185227000000.0,0.6969395706194127,-31.986544634758257,112.52902102223592,5.954019629012918,2.076480340368833,,11.534936689005718,51.02089552238807,6.566724397162442,,
TBMS.JK,0.0019158703799876896,[-0.1],[0.002],0.98,,,,,,,,0.0,0.0,,,226.3955359116022,,,
TCID.JK,-0.00017251458101509814,[-0.032],[-0.],-0.14,,,,1979276967265.0,0.20079637597864253,1.720415828442548,-241.544077129588,-11.302285000908382,0.008823468135896474,,-5.207219000035758,222.34432234432236,,,
TCPI.JK,0.000846189502005218,[0.1],[0.001],0.52,56130000000.0,,0.020394511903338807,1616238000000.0,0.47985165381578665,0.09210996457447171,11.226,648.0491715660074,0.8426179231626991,,4.192225449564458,0.281786941580756,,,
TDPM.JK,0.0004358106826802077,[0.009],[0.],0.35,,,,202311169.0,0.5574649241828527,149.87696350490026,-0.00033405786881839723,-356225.70550700475,0.6770900298659479,,-2.357803268063975,0.0,64.39604956898845,,
TEBE.JK,-6.382536881657519e-05,[-0.168],[0.],-0.03,,,,200442742000.0,0.21421056234528338,-55.81492118715231,-1.9376382288006588,-405.13238659927345,0.056054415934022654,,-0.38290240027094596,1.1464968152866242,,16.634241245136185,
TECH.JK,0.0001714892127052276,[-0.334],[0.],0.05,1660892048.0,,0.025453597822839097,19891630689.0,0.18743292058199962,-8.610958750890791,1.3220504701857716,37.820038741012745,0.0,,3.124795618545926,0.0,,8.494502746159357,
TELE.JK,-0.0009727739817997445,[0.022],[-0.001],-2.0,,,,6772573000000.0,,137.82137783388274,-350.9449588596248,-0.0968812890502289,-0.9831469638165116,,61.892296239617,188.23529411764704,87.62914210706649,,
TFAS.JK,0.002774103963293719,[0.118],[0.003],0.76,6485257601.0,,0.028953355299236268,562000018854.0,0.29451294997319505,-11.804825233847176,3.9142802031946538,82.2628895440849,0.3967584341301054,,4.17715799939375,0.0,,,
TFCO.JK,0.0014640262257625003,[-0.051],[0.001],0.55,,,,149593419.0,0.08715035861606459,-30.57865567504452,-0.00017779904363583827,-3655812.6900350885,0.003809875590125431,,-0.29586107285696955,0.0,100.0,,
TGKA.JK,0.0003727436366371531,[-0.032],[0.],0.25,478557787065.0,,0.14234503928260098,12010325754632.0,0.5244815416580806,4.718484696409155,521.0249737702952,12.715321402080757,0.08778984407937394,,29.934952757077244,31.343396226415095,,0.0009844384537581767,
TGRA.JK,0.00011452017982150317,[0.12],[0.],0.05,1821391231.0,,0.00410423114746814,10605781199.0,0.19425230343016126,-67.88027550650594,0.6623240531718259,51.33438810983273,0.25260578435577713,,0.5897946364540918,0.0,,,
TGUK.JK,-0.00187885275872001,,,-0.52,,,,,,,,0.0,0.0,,,0.0,,,
TIFA.JK,0.003208512553528391,[0.195],[0.003],1.12,14885370000.0,327260071000.0,0.013485372965256263,78356264000.0,0.6691517373203572,-0.4458578616621208,4.190453361495033,131.25071503093304,1.4495991527170529,328061382000.0,4.075999328524212,11.636363636363637,,,
TINS.JK,0.00036340791175213635,[0.065],[0.],0.19,,,,15556579000000.0,0.6597163462531944,4.169075613936685,-45.731797309874956,-18.149297618372337,0.6266062680350097,,-6.894731951832281,365.9040602409639,,,
TIRA.JK,0.0012339385396228106,[-0.012],[0.001],0.44,,,,,,,,0.0,0.0,,,16.50985221674877,,,
TIRT.JK,0.0005519869331775072,[-0.192],[0.001],0.24,,,,583278270906.0,,977.2984886181105,-409.57771624800444,-0.08301232867711136,-2.141290163808311,,106.16813578468016,84.55882352941177,41.84714488261971,,
TKIM.JK,0.0006610998553371652,[0.073],[0.001],0.36,148334000.0,,0.048267738314107675,718119000.0,0.5066540845712054,-15.423360036858478,0.04764648673268747,149538.8325265954,0.6458717652754454,,9.783751482396582,3.578947368421052,,,
TLDN.JK,-0.000604971594840401,,,-0.75,232396926000.0,,0.0478076992033542,2483312607000.0,0.7834951863450036,-7.578037307129433,17.950560650942975,25.403106279916972,1.5365537594205136,,22.082239894844275,0.0,,,
TLKM.JK,0.0004452988676680814,[0.014],[0.],0.42,21052000000000.0,,0.08562143871022845,115395000000000.0,0.5098526475050128,-4.722435584107255,212.51294133150037,16.328417357826336,0.6654423859007951,,20.563815031160257,15.658746397694525,12.957885266269653,,
TMAS.JK,0.009452722981554347,[0.391],[0.009],0.76,62788000000.0,,0.016363655317640682,2606830000000.0,0.6844064695702937,-20.790464062208855,1.1040832343525562,151.25671217888768,0.973946112742644,,5.204144218814753,80.90718562874251,,,
TMPO.JK,-6.69172144529046e-06,[0.164],[-0.],-0.0,,,,,,,,0.0,0.0,,,1.3157894736842104,,,
TNCA.JK,0.001637705477800372,[0.056],[0.002],0.43,,,,,,,,0.0,0.0,,,0.0,,,
TOBA.JK,0.0003581402225390579,[-0.03],[0.],0.15,24563977.0,,0.03182390834036275,307368427.0,0.6231055922762986,-28.256630173115717,0.0030300834715406635,85806.2170372493,1.7218060589018302,,10.493971175019862,16.593403846153848,0.20632700201723483,,
TOOL.JK,-0.0023337884937232193,,,-1.19,,,,,,,,0.0,0.0,,,0.0,,,
TOPS.JK,-0.0023701764515149572,[0.044],[-0.002],-1.69,,,,454951291833.0,0.6401809923009445,-47.286678596108864,-4.0587912384196,-0.7391363151675993,1.0496896704713938,,-15.995933071928656,0.0,,,
TOSK.JK,,,,,,,,,,,,0.0,0.0,,,0.0,,,
TOTL.JK,0.0004051846014719533,[-0.075],[0.],0.32,108871291000.0,,0.037683987481466195,2183822634000.0,0.6056973093991455,31.376711976836603,31.927066007819487,13.71876764036903,0.0036885951194709356,,9.534953322223243,89.04109589041096,,,
TOTO.JK,0.00021076619862464183,[-0.123],[0.],0.18,,,,1653009423857.0,0.34324665009539856,-11.443340274067236,-2.973804987209302,-73.9792962034319,0.11715289885158939,,-1.5114114736807407,3316.818181818182,,,
TOWR.JK,2.8134791454042442e-05,[0.001],[0.],0.02,2836000000000.0,,0.08280400764389605,4609426000000.0,0.7026516260797587,-13.77964472992744,56.948934644375754,15.101248256361073,4.465650937546829,,27.92976982560636,14.501744186046512,47.64781502667775,,
TOYS.JK,-0.0015867326735639678,,,-0.55,,,,,,,,0.0,0.0,,,0.0,,,
TPIA.JK,0.0016565299531266769,[-0.039],[0.002],0.99,51352000.0,,0.01428942314996743,1755092000.0,0.4946251878631174,-29.994322640650278,0.0005935858148479152,9813239.896058576,0.9832813687520388,,2.834291214701754,13.751819742489271,21.846617201838463,,
TPMA.JK,0.0016168171364313493,[0.056],[0.002],0.68,2085091.0,,0.02009508037329575,37676697.0,0.25787576398811707,-5.365546506291647,0.000795120025134733,867793.5131656124,0.23387343819134213,,2.707778482115761,11.17391304347826,,,
TRAM.JK,0.0,[0.],[0.],,,,,4372645354000.0,0.7554927000231304,,,0.0,0.0,,-66.84470727365537,22.82348,,,
TRGU.JK,-0.0003850470483265959,,,-0.2,49687918446.0,,0.014086110065182773,3563277996908.0,0.7090031808742777,-5.32550375555225,-1.9560912333167981,-102.24471977254093,4.139454077355047,,-3.597836197985832,0.0,25.644141392067144,9.72388432384387,
TRIL.JK,0.0,[0.],[0.],,,,,11667574249.0,0.11391505331726876,,,0.0,0.0,,-4.782315842898677,0.0,,,
TRIM.JK,0.0016359669009694473,[-0.113],[0.002],0.68,28262922000.0,,0.01042832491553312,389118493000.0,0.6965754272366039,-7.826975942235478,3.9754857875587164,66.40697869583336,1.043776715013214,,3.4378893914185373,18.560606060606062,,,
TRIN.JK,0.0002834327654622509,[-0.08],[0.],0.1,17818118000.0,,0.012103343167140566,,0.5199915093212134,32.21923901841569,4.09380417442369,31.755304958694293,1.5680703911725082,,2.596701122200431,0.0,,0.4481952527224979,
TRIO.JK,0.0,[0.],[0.],,,,,766603690959.0,,3.8901116790343573,,0.0,0.0,,6.99341890096961,0.0,,,
TRIS.JK,0.0012734641586684481,[0.147],[0.001],0.37,,,,,,,,0.0,0.0,,,32.95466166666667,,,
TRJA.JK,0.000508590712284479,,,0.2,,,,,,,,0.0,0.0,,,1.4423076923076923,,,
TRON.JK,0.0008879980885058858,,,0.34,,,,,,,,0.0,0.0,,,0.0,,,
TRST.JK,0.00048160642538207926,[0.045],[0.],0.34,74755880531.0,,0.017789467397933464,2917156237010.0,0.4605728668901839,-18.08460976133228,26.62246457656695,17.72938784996839,0.8656010938651324,,3.4034015551715937,31.35593220338983,,,
TRUE.JK,-0.00046258856882235125,,,-0.15,,,,,,,,0.0,0.0,,,0.0,,,
TRUK.JK,0.0005549749700517655,[0.156],[0.],0.21,,,,,,,,0.0,0.0,,,0.0,,,
TRUS.JK,0.0007079749203747585,[0.004],[0.001],0.32,,,,,,,,0.0,0.0,,,6.391402714932126,,,
TSPC.JK,0.0005638501701494284,[-0.075],[0.001],0.51,787803135441.0,,0.08652748689930663,10180598954805.0,0.2995633625554579,-2.3680828084385266,174.68461623876098,11.077105939055443,0.17829854106983242,,13.008189600199529,57.054263565891475,28.40018790986512,,
